Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity
2022.0,jun,6/1/2022,Kerala,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2022.0,jun,6/1/2022,Kerala,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,25.0
2022.0,jun,6/1/2022,Kerala,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,15.0
2022.0,jun,6/1/2022,Kerala,FORK LIFT,Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,HEARSES,Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2566.0
2022.0,jun,6/1/2022,Kerala,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Kerala,MOBILE CANTEEN,Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,MOBILE WORKSHOP,Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,MOPED,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Kerala,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,345.0
2022.0,jun,6/1/2022,Kerala,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2022.0,jun,6/1/2022,Kerala,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,2.0
2022.0,jun,6/1/2022,Kerala,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2022.0,jun,6/1/2022,Kerala,PRIVATE SERVICE VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,QUADRICYCLE (COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,QUADRICYCLE (PRIVATE),Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,ROAD ROLLER,Others,Others,0.0
2022.0,jun,6/1/2022,Kerala,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,31.0
2022.0,jun,6/1/2022,Kerala,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,157.0
2022.0,jun,6/1/2022,Kerala,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1.0
2022.0,jun,6/1/2022,Kerala,VEHICLE FITTED WITH RIG,Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Ladakh,CAMPER VAN / TRAILER,Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,CRANE MOUNTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2022.0,jun,6/1/2022,Ladakh,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Ladakh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Ladakh,MOPED,2-Wheelers,2W_Personal,14.0
2022.0,jun,6/1/2022,Ladakh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Ladakh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2022.0,jun,6/1/2022,Ladakh,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2022.0,jun,6/1/2022,Maharashtra,ADAPTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,ARTICULATED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,BUS,Bus,Bus,48.0
2022.0,jun,6/1/2022,Maharashtra,CAMPER VAN / TRAILER,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,CASH VAN,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,CRANE MOUNTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,DUMPER,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,EARTH MOVING EQUIPMENT,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,324.0
2022.0,jun,6/1/2022,Maharashtra,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,117.0
2022.0,jun,6/1/2022,Maharashtra,EXCAVATOR (NT),Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,FIRE FIGHTING VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,FIRE TENDERS,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,FORK LIFT,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,GOODS CARRIER,Others,Others,1.0
2022.0,jun,6/1/2022,Maharashtra,HARVESTER,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,HEARSES,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7582.0
2022.0,jun,6/1/2022,Maharashtra,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Maharashtra,MOBILE CLINIC,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,MOBILE WORKSHOP,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,MOPED,2-Wheelers,2W_Personal,297.0
2022.0,jun,6/1/2022,Maharashtra,MOTOR CAB,4-Wheelers,4W_Shared,70.0
2022.0,jun,6/1/2022,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,1012.0
2022.0,jun,6/1/2022,Maharashtra,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,1.0
2022.0,jun,6/1/2022,Maharashtra,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2022.0,jun,6/1/2022,Maharashtra,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,ROAD ROLLER,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,65.0
2022.0,jun,6/1/2022,Maharashtra,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,28.0
2022.0,jun,6/1/2022,Maharashtra,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1.0
2022.0,jun,6/1/2022,Maharashtra,TOW TRUCK,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,TRACTOR (COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,TRAILER (AGRICULTURAL),Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,TRAILER (COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,TREE TRIMMING VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Maharashtra,VEHICLE FITTED WITH RIG,Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Meghalaya,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,EARTH MOVING EQUIPMENT,Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2022.0,jun,6/1/2022,Meghalaya,EXCAVATOR (NT),Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2.0
2022.0,jun,6/1/2022,Meghalaya,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Meghalaya,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2022.0,jun,6/1/2022,Meghalaya,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,RECOVERY VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Meghalaya,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2022.0,jun,6/1/2022,Manipur,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Manipur,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,CRANE MOUNTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,DUMPER,Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,EARTH MOVING EQUIPMENT,Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,EXCAVATOR (NT),Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Manipur,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,13.0
2022.0,jun,6/1/2022,Manipur,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Manipur,MOPED,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Manipur,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2022.0,jun,6/1/2022,Manipur,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2022.0,jun,6/1/2022,Manipur,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,ADAPTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,ARTICULATED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,CAMPER VAN / TRAILER,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,CASH VAN,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,CRANE MOUNTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,952.0
2022.0,jun,6/1/2022,Madhya Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,113.0
2022.0,jun,6/1/2022,Madhya Pradesh,EXCAVATOR (NT),Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,FORK LIFT,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,HARVESTER,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1434.0
2022.0,jun,6/1/2022,Madhya Pradesh,MOBILE CLINIC,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,MOPED,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,4.0
2022.0,jun,6/1/2022,Madhya Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,38.0
2022.0,jun,6/1/2022,Madhya Pradesh,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,PRIVATE SERVICE VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,ROAD ROLLER,Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,TRAILER (AGRICULTURAL),Others,Others,0.0
2022.0,jun,6/1/2022,Madhya Pradesh,VEHICLE FITTED WITH RIG,Others,Others,0.0
2022.0,jun,6/1/2022,Mizoram,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Mizoram,BREAKDOWN VAN,Others,Others,0.0
2022.0,jun,6/1/2022,Mizoram,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Mizoram,DUMPER,Others,Others,0.0
2022.0,jun,6/1/2022,Mizoram,EARTH MOVING EQUIPMENT,Others,Others,0.0
2022.0,jun,6/1/2022,Mizoram,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Mizoram,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Mizoram,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2.0
2022.0,jun,6/1/2022,Mizoram,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Mizoram,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2022.0,jun,6/1/2022,Mizoram,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2022.0,jun,6/1/2022,Mizoram,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2022.0,jun,6/1/2022,Nagaland,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Nagaland,ARMOURED/SPECIALISED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Nagaland,BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Nagaland,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Nagaland,DUMPER,Others,Others,0.0
2022.0,jun,6/1/2022,Nagaland,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Nagaland,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Nagaland,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Nagaland,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Nagaland,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2022.0,jun,6/1/2022,Nagaland,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2022.0,jun,6/1/2022,Nagaland,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2022.0,jun,6/1/2022,Nagaland,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2022.0,jun,6/1/2022,Odisha,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,ARTICULATED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,BUS,Bus,Bus,3.0
2022.0,jun,6/1/2022,Odisha,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,CRANE MOUNTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,DUMPER,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,EARTH MOVING EQUIPMENT,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2022.0,jun,6/1/2022,Odisha,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,106.0
2022.0,jun,6/1/2022,Odisha,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,32.0
2022.0,jun,6/1/2022,Odisha,EXCAVATOR (NT),Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,FIRE FIGHTING VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,FORK LIFT,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,HARVESTER,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,LIBRARY VAN,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1605.0
2022.0,jun,6/1/2022,Odisha,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Odisha,MOBILE CLINIC,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,MOPED,2-Wheelers,2W_Personal,68.0
2022.0,jun,6/1/2022,Odisha,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Odisha,MOTOR CAR,4-Wheelers,4W_Personal,32.0
2022.0,jun,6/1/2022,Odisha,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,20.0
2022.0,jun,6/1/2022,Odisha,OMNI BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Odisha,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2022.0,jun,6/1/2022,Odisha,PRIVATE SERVICE VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,22.0
2022.0,jun,6/1/2022,Odisha,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,16.0
2022.0,jun,6/1/2022,Odisha,TRACTOR (COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Odisha,TRAILER (COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,ARTICULATED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Punjab,CAMPER VAN / TRAILER,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,CRANE MOUNTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,EARTH MOVING EQUIPMENT,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,402.0
2022.0,jun,6/1/2022,Punjab,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,34.0
2022.0,jun,6/1/2022,Punjab,FORK LIFT,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,GOODS CARRIER,Others,Others,1.0
2022.0,jun,6/1/2022,Punjab,HARVESTER,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,364.0
2022.0,jun,6/1/2022,Punjab,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Punjab,MOPED,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Punjab,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Punjab,MOTOR CAR,4-Wheelers,4W_Personal,3.0
2022.0,jun,6/1/2022,Punjab,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2022.0,jun,6/1/2022,Punjab,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,150.0
2022.0,jun,6/1/2022,Punjab,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,9.0
2022.0,jun,6/1/2022,Punjab,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,14.0
2022.0,jun,6/1/2022,Punjab,TRACTOR (COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Puducherry,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Puducherry,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Puducherry,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1.0
2022.0,jun,6/1/2022,Puducherry,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Puducherry,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,85.0
2022.0,jun,6/1/2022,Puducherry,MOBILE CLINIC,Others,Others,0.0
2022.0,jun,6/1/2022,Puducherry,MOPED,2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Puducherry,MOTOR CAB,4-Wheelers,4W_Shared,6.0
2022.0,jun,6/1/2022,Puducherry,MOTOR CAR,4-Wheelers,4W_Personal,3.0
2022.0,jun,6/1/2022,Puducherry,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0.0
2022.0,jun,6/1/2022,Puducherry,OMNI BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Puducherry,PRIVATE SERVICE VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Puducherry,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0.0
2022.0,jun,6/1/2022,Puducherry,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2022.0,jun,6/1/2022,Rajasthan,ADAPTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,AGRICULTURAL TRACTOR,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,ANIMAL AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,ARTICULATED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Rajasthan,CASH VAN,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,CRANE MOUNTED VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,DUMPER,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,EARTH MOVING EQUIPMENT,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0.0
2022.0,jun,6/1/2022,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1629.0
2022.0,jun,6/1/2022,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,371.0
2022.0,jun,6/1/2022,Rajasthan,EXCAVATOR (NT),Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,FIRE FIGHTING VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,FORK LIFT,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,HARVESTER,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,MAXI CAB,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3181.0
2022.0,jun,6/1/2022,Rajasthan,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,2.0
2022.0,jun,6/1/2022,Rajasthan,MOPED,2-Wheelers,2W_Personal,184.0
2022.0,jun,6/1/2022,Rajasthan,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2022.0,jun,6/1/2022,Rajasthan,MOTOR CAR,4-Wheelers,4W_Personal,136.0
2022.0,jun,6/1/2022,Rajasthan,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0.0
2022.0,jun,6/1/2022,Rajasthan,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,60.0
2022.0,jun,6/1/2022,Rajasthan,OMNI BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Rajasthan,PRIVATE SERVICE VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,RECOVERY VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,39.0
2022.0,jun,6/1/2022,Rajasthan,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,7.0
2022.0,jun,6/1/2022,Rajasthan,TOW TRUCK,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0.0
2022.0,jun,6/1/2022,Rajasthan,VEHICLE FITTED WITH RIG,Others,Others,0.0
2022.0,jun,6/1/2022,Sikkim,AMBULANCE,Others,Others,0.0
2022.0,jun,6/1/2022,Sikkim,BUS,Bus,Bus,0.0
2022.0,jun,6/1/2022,Sikkim,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0.0
2022.0,jun,6/1/2022,Sikkim,EARTH MOVING EQUIPMENT,Others,Others,0.0
2022.0,jun,6/1/2022,Sikkim,GOODS CARRIER,Others,Others,0.0
2022.0,jun,6/1/2022,Sikkim,LUXURY CAB,4-Wheelers,4W_Shared,0.0
